Unnamed: 0,acutal_name,place_name,zipcode,place_tweet_id,average_likes,average_reweets,positive_rate,negative_rate
0,The Metropolitan Museum of Art,The Metropolitan Museum of Art,10035,metmuseum,127.10471204188482,26.85340314136125,0.0,0.0
1,The Museum of Modern Art,MoMA The Museum of Modern Art,10019,MuseumModernArt,205.316091954023,43.49425287356322,0.9512195110350983,0.03658536580904224
2,Guggenheim Museum,Guggenheim Museum,10128,Guggenheim,127.18012422360248,25.850931677018632,0.5394736835006926,0.1052631577562327
3,Whitney Museum,Whitney Museum,10014,whitneymuseum,72.79120879120879,14.615384615384617,0.5344827576991676,0.1379310342449465
4,Brooklyn Museum,Brooklyn Museum,11238,brooklynmuseum,18.16867469879518,3.3373493975903616,0.39316239282635695,0.10256410247644095
5,The Jewish Museum,The Jewish Museum,10128,TheJewishMuseum,8.408759124087592,2.4671532846715327,0.6344086014683779,0.10752688160480982
6,Fotografiska New York,Fotografiska New York,10010,FotografiskaNY,11.0,3.3684210526315788,0.9999999909090911,0.0
7,Merchant's House,Merchant's House,10011,MerchantsHouse,1.98125,0.69375,0.4857142843265306,0.1999999994285714
8,New Museum,New Museum,10019,newmuseum,11.305389221556888,2.9520958083832336,0.8809523788548753,0.09523809501133787
9,Frick Collection,The Frick Collection,10021,frickcollection,27.095744680851062,5.617021276595745,0.4761904739229025,0.04761904739229025
10,The Morgan,The Morgan,10016,MorganLibrary,10.771186440677964,2.8135593220338984,0.5079365071302595,0.23809523771730914
11,Neue Galerie New York,Neue Galerie New York,10028,NeueGalerieNY,14.235294117647058,2.176470588235294,0.8333333194444447,0.0
12,Queens Museum,Queens Museum,11368,QueensMuseum,4.495934959349594,1.4227642276422765,0.622641508259167,0.03773584898540406
13,American Museum of Natural History,American Museum of Natural History,10024,AMNH,254.81102362204723,39.968503937007874,0.9066666654577779,0.0933333332088889
14,Bronx Museum of the Arts,The Bronx Museum of the Arts,10456,BronxMuseum,8.045454545454545,2.155844155844156,0.0,0.0
15,Museum of Arts and Design,Museum of Arts and Design,10023,MADmuseum,4.414012738853503,1.0573248407643312,0.4878048774538965,0.13414634129982153
16,Intrepid Museum,"Intrepid Sea, Air & Space Museum",10036,IntrepidMuseum,11.182481751824817,1.9197080291970805,0.4666666651111111,0.19999999933333332
17,Museum of Sex,Museum of Sex,10016,museumofsex,17.282722513089006,1.9371727748691097,0.5882352934256055,0.15294117629065745
18,Cooper Hewitt,Cooper Hewitt,10128,cooperhewitt,11.666666666666666,3.0382513661202184,0.629629627297668,0.037037036899862825
19,El Museo del Barrio,El Museo del Barrio,10026,elmuseo,5.035928143712575,1.880239520958084,0.9999999750000006,0.0
20,American Folk Art Museum,The American Folk Art Museum is open!,10023,FolkArtMuseum,7.573248407643312,1.4904458598726114,0.6249999921875001,0.12499999843750002
21,New-York Historical Society,New-York Historical Society,10024,NYHistory,22.9,5.14375,0.4166666631944445,0.0
22,The Studio Museum in Harlem,The Studio Museum in Harlem,10027,studiomuseum,15.197802197802195,5.241758241758242,0.36666666544444443,0.23333333255555555
23,Rubin Museum,Rubin Museum,10011,RubinMuseum,7.1506849315068495,2.171232876712329,0.3749999953125001,0.24999999687500005
24,National Museum of the American Indian,AmerIndianMuseumNYC,10004,AmerIndianNYC,9.55421686746988,3.180722891566265,0.37499999765625,0.187499998828125
25,Asia Society Museum,Asia Society NY,10021,AsiaSocietyNY,4.335443037974684,1.2911392405063291,0.5999999940000001,0.0
26,Leslie-Lohman Museum of Art,Leslie-Lohman Museum of Art,10013,LeslieLohman,6.4953271028037385,1.4766355140186915,0.9999999000000099,0.0
27,Museum of Chinese in America,Museum of Chinese in America,10013,mocanyc,7.36,3.768,0.0,0.6666666444444452
28,The Drawing Center,The Drawing Center,10013,drawingcenter,5.730769230769231,1.391025641025641,0.6637931028760404,0.3362068962618906
29,The Noguchi Museum,The Noguchi Museum,11106,NoguchiMuseum,8.524390243902438,2.268292682926829,0.42857142244897967,0.2857142816326531
30,National September 11 Memorial & Museum,9/11 Memorial & Museum,10007,Sept11Memorial,117.811320754717,23.0125786163522,0.4999999750000013,0.4999999750000013
31,The Met: Cloisters,The Met: Cloisters,10040,met_cloisters,10.344370860927151,1.847682119205298,0.41304347736294894,0.04347826077504726
32,Museum at FIT,Museum at FIT,10001,museumatFIT,40.94805194805195,8.474025974025974,0.9285714252551021,0.035714285586734694
33,Grand Central Terminal,Grand Central Terminal,10017,GrandCentralNYC,4.117647058823529,0.9159663865546218,0.9504132223550305,0.049586776818523325
34,Federal Hall National Memorial,Federal Hall National Memorial,10038,FederalHallNPS,7.40650406504065,1.991869918699187,0.9999999000000099,0.0
35,Rockefeller Center,Rockefeller Center,10111,rockcenternyc,143.76041666666666,25.34895833333333,0.5099999994900001,0.44999999955000003
36,One World Observatory,One World Observatory,10048,OneWorldNYC,19.685279187817255,2.8883248730964466,0.7272727250688705,0.12121212084481175
37,Cathedral of St. John the Divine,Cathedral of St. John the Divine,10025,StJohnDivineNYC,7.485714285714286,1.6,0.6923076905325444,0.05128205115055884
38,Brooklyn Botanic Garden,Brooklyn Botanic Garden,11213,BrooklynBotanic,19.43016759776536,5.737430167597766,0.6442307686113166,0.06730769224297338
39,Museum of the Moving Image,Museum of the Moving Image,11106,MovingImageNYC,41.896,6.136,0.6829268276026175,0.024390243842950625
40,Empire State Building,Empire State Building,10018,EmpireStateBldg,2303.9523809523807,622.484126984127,0.4117647034602076,0.0
41,Yankee Stadium,Yankee Stadium,10451,yankeestadium,210.8041237113402,29.288659793814432,0.3593749994384766,0.29687499953613283
42,9/11 Tribute Museum,9/11 Tribute Museum,10006,911TribMuseum,4.536842105263158,0.9842105263157894,0.3333333222222226,0.3333333222222226
43,Historic Richmond Town,Historic Richmond Town,New Y,RichmondTownNYC,1.223463687150838,0.3631284916201117,0.2857142816326531,0.2857142816326531
44,St. Patrick’s Cathedral,StPatsNYC,10035,StPatsNYC,21.66331658291457,4.733668341708543,0.3913043472589792,0.043478260806553246
45,American Museum of Natural History,American Museum of Natural History,10024,AMNH,254.8188976377953,39.968503937007874,0.9066666654577779,0.0933333332088889
46,Alice Austen House,Alice Austen House,10305,iAliceAusten,2.128787878787879,0.6287878787878788,0.4999999750000013,0.0
47,New York Botanical Garden,New York Botanical Garden,10458,NYBG,36.41666666666666,8.989583333333334,0.8947368397506925,0.0
48,Brooklyn Children’s Museum,Brooklyn Children’s Museum,11213,BrooklynKids,1.715328467153285,0.7883211678832117,0.6666666611111112,0.0833333326388889
49,Lincoln Center,Lincoln Center,10023,LincolnCenter,12.731707317073171,3.747967479674797,0.4879999996096,0.4719999996224
50,Apollo Theater,apollotheater,10027,ApolloTheater,24.07751937984496,9.34108527131783,0.6049382708581009,0.049382715988416405
51,Bronx Zoo,Bronx Zoo,10460,BronxZoo,122.62222222222222,14.08148148148148,0.5833333284722223,0.0833333326388889
52,Louis Armstrong,Louis Armstrong,11368,ArmstrongHouse,175.30409356725147,44.8421052631579,0.6956521729048519,0.08695652161310649
53,Central Park,Central Park,New Y,CentralParkNYC,87.425,17.608333333333334,0.5333333327407408,0.0999999998888889
54,Carnegie Hall,Carnegie Hall,10019,carnegiehall,31.605263157894736,6.940789473684211,0.5563380277772267,0.1549295773556834
55,Statue of Liberty,Statue of Liberty NM,10004,StatueEllisNPS,89.21656050955414,16.089171974522294,0.44285714222448985,0.1714285711836735
56,New York Transit Museum,NY Transit Museum,11201,NYTransitMuseum,39.13690476190476,7.297619047619047,0.9999999800000003,0.0
57,Fraunces Tavern Museum,Fraunces Tavern® Museum,10004,frauncestavern,5.023529411764706,1.9058823529411764,0.9999999500000026,0.0
58,African Burial Ground National Monument,AfricanBurialGround,New Y,AFBurialGrndNPS,19.34517766497462,6.00507614213198,0.24999999375000015,0.0
59,Stonewall National Monument,Stonewall National Monument,New Y,StonewallNps,7.25,1.8043478260869563,0.4999999750000013,0.0
60,Brooklyn Bridge Park,Brooklyn Bridge Park,11201,bbpnyc,4.237288135593221,1.344632768361582,0.43877550975635154,0.08163265297792587
61,The Shed,The Shed,10001,TheShedNY,3.8072289156626495,1.108433734939759,0.63999999872,0.17999999964
62,Central Park Zoo,Central Park Zoo,10153,centralparkzoo,25.33142857142857,3.3657142857142857,0.6410256393819855,0.15384615345167652
63,The Seaport,The Seaport,10038,TheSeaportNYC,2.7514792899408285,0.5857988165680473,0.5499999990833333,0.13333333311111112
64,Prospect Park,Prospect Park,New Y,prospect_park,10.425149700598803,2.119760479041916,0.3471074377296633,0.1900826444710061
65,Theodore Roosevelt Birthplace,T.R. Birthplace,10010,TRBirthplaceNPS,7.512562814070351,1.8693467336683416,0.5999999880000002,0.39999999200000014
66,Luna Park,Luna Park in Coney Island,11224,LunaParkNYC,14.594736842105265,3.852631578947368,0.5405405400535671,0.07207207200714229
67,High Line,High Line,10001,highlinenyc,15.503875968992247,2.89922480620155,0.7669902905174852,0.18446601923838252
68,Madison Square Garden,MSG,10001,TheGarden,2375.945652173913,421.32065217391306,0.6666666638888888,0.0833333329861111
69,Times Square,Times Square,10036,TimesSquareNYC,64.98809523809524,10.785714285714286,0.5499999972499999,0.24999999874999998
70,Brooklyn Museum,Brooklyn Museum,11238,brooklynmuseum,18.180722891566266,3.3373493975903616,0.39830508440821605,0.10169491516805516
71,Queens Botanical Garden,Queens Botanical Garden,11355,queensbotanicl,4.228915662650603,1.536144578313253,0.6666666444444452,0.0
